Time (ms),Spikeling Vm (mV),Stimulus (%),Total Current Input (a.u.),Synapse 1 Vm (mV),Synapse 1 Input (a.u.),Synapse 2 Vm (mV),Synapse 2 Input (a.u.),Trigger
30.0,-70.0,0.0,0.0,-115.0,0.0,-115.0,0.0,0.0
30.1,-70.0,0.0,0.0,-113.0,0.0,-114.0,0.0,0.0
30.2,-70.0,1.0,0.0,-115.0,0.0,-115.0,0.0,0.0
30.3,-70.0,1.0,0.0,-115.0,0.0,-115.0,0.0,0.0
30.4,-70.0,1.0,0.0,-113.0,0.0,-114.0,0.0,0.0
30.5,-70.0,1.0,0.0,-113.0,0.0,-113.0,0.0,0.0
30.6,-70.0,1.0,0.0,-115.0,0.0,-115.0,0.0,0.0
30.7,-70.0,1.0,0.0,-115.0,0.0,-115.0,0.0,0.0
30.8,-70.0,1.0,0.0,-112.0,0.0,-113.0,0.0,0.0
30.9,-70.0,1.0,0.0,-115.0,0.0,-115.0,0.0,0.0
31.0,-70.0,1.0,0.0,-115.0,0.0,-115.0,0.0,0.0
31.1,-70.0,1.0,0.0,-113.0,0.0,-113.0,0.0,0.0
31.2,-70.0,1.0,0.0,-115.0,0.0,-115.0,0.0,0.0
31.3,-70.0,1.0,0.0,-115.0,0.0,-115.0,0.0,0.0
31.4,-70.0,1.0,0.0,-113.0,0.0,-114.0,0.0,0.0
31.5,-70.0,1.0,0.0,-115.0,0.0,-115.0,0.0,0.0
31.6,-70.0,1.0,0.0,-115.0,0.0,-115.0,0.0,0.0
31.7,-70.0,1.0,0.0,-113.0,0.0,-114.0,0.0,0.0
31.8,-70.0,1.0,0.0,-115.0,0.0,-115.0,0.0,0.0
31.9,-70.0,1.0,0.0,-115.0,0.0,-115.0,0.0,0.0
32.0,-70.0,1.0,0.0,-113.0,0.0,-114.0,0.0,0.0
32.1,-70.0,1.0,0.0,-113.0,0.0,-113.0,0.0,0.0
32.2,-70.0,1.0,0.0,-115.0,0.0,-115.0,0.0,0.0
32.3,-70.0,1.0,0.0,-115.0,0.0,-115.0,0.0,0.0
32.4,-70.0,1.0,0.0,-113.0,0.0,-113.0,0.0,0.0
32.5,-70.0,1.0,0.0,-115.0,0.0,-115.0,0.0,0.0
32.6,-70.0,1.0,0.0,-115.0,0.0,-115.0,0.0,0.0
32.7,-70.0,1.0,0.0,-113.0,0.0,-114.0,0.0,0.0
32.8,-70.0,1.0,0.0,-115.0,0.0,-115.0,0.0,0.0
32.9,-70.0,1.0,0.0,-115.0,0.0,-115.0,0.0,0.0
33.0,-70.0,1.0,0.0,-113.0,0.0,-114.0,0.0,0.0
33.1,-70.0,1.0,0.0,-115.0,0.0,-115.0,0.0,0.0
33.2,-70.0,1.0,0.0,-115.0,0.0,-115.0,0.0,0.0
33.3,-70.0,1.0,0.0,-113.0,0.0,-114.0,0.0,0.0
33.4,-70.0,1.0,0.0,-113.0,0.0,-113.0,0.0,0.0
33.5,-70.0,1.0,0.0,-115.0,0.0,-115.0,0.0,0.0
33.6,-70.0,1.0,0.0,-113.0,0.0,-114.0,0.0,0.0
33.7,-70.0,1.0,0.0,-113.0,0.0,-113.0,0.0,0.0
33.8,-70.0,1.0,0.0,-115.0,0.0,-115.0,0.0,0.0
33.9,-70.0,1.0,0.0,-115.0,0.0,-115.0,0.0,0.0
34.0,-70.0,1.0,0.0,-113.0,0.0,-113.0,0.0,0.0
34.1,-70.0,1.0,0.0,-115.0,0.0,-115.0,0.0,0.0
34.2,-70.0,1.0,0.0,-115.0,0.0,-115.0,0.0,0.0
